address, lat, long







г. Краснодар ул. им. Яна Полуяна д. 18, 45.062693, 38.952325







г. Краснодар пгт Пашковский ул. Карасунская д. 4, 45.030177, 38.960221







г. Краснодар ул. им. Стасова д. 143, 45.013638, 39.038159







г. Краснодар ул. им. Яна Полуяна д. 36, 45.063044, 38.955514







Краснодар пгт Пашковский ул. им. Шевченко д. 2, 45.011707, 39.011659







г. Краснодар ул. Гидростроителей д. 24, 45.002512, 39.076311







г. Краснодар ул. им. Гаврилова д. 103, 45.054366, 38.984539







г. Краснодар ул. Бургасская д. 52, 45.012325, 39.035707







г. Краснодар ул. Механическая д. 18, 45.054009, 38.991968







г. Краснодар ул. им. Вишняковой д. 53, 45.022998, 38.995471







г. Краснодар ул. им. Атарбекова д. 17, 45.060637, 38.953026







г. Краснодар ул. им. Думенко д. 4,с45.035381, 38.916662







г. Краснодар ул. Тепличная д. 44, 45.109378, 39.016860







г. Краснодар ул. им. Калинина д. 13 корп. 52, 45.042152, 38.920731







г. Краснодар ул. им. Космонавта Гагарина д. 57, 45.055238, 38.946702







г. Краснодар пр. 1-й Вишневый д. 7, 45.011338, 39.029230







г. Краснодар ул. им. Ковалева д. 4, 45.060421, 38.949504







г. Краснодар ул. им. Селезнева д. 90, 45.025017, 39.033713







г. Краснодар ул. Тепличная д. 26, 45.109633, 39.013779







г. Краснодар ул. Промышленная д. 21 корп. 2, 45.041750, 38.987934







г. Краснодар ул. им. Федора Лузана д. 17, 45.069276, 38.978825







г. Краснодар ул. им. Селезнева д. 92, 45.024858, 39.034386







г. Краснодар ул. им. Мачуги В.Н. д. 80 корп. 3, 45.010688, 39.076544







г. Краснодар ул. Алтайская д. 6, 45.028769, 39.041546







г. Краснодар ул. Промышленная д. 23, 45.040821, 38.990872







г. Краснодар ул. Рождественская Набережная д. 33, 45.030922, 38.918018







г. Краснодар ул. им. Яна Полуяна д. 54, 45.063266, 38.958074







г. Краснодар ул. Тепличная д. 46, 45.108844, 39.016294







г. Краснодар ул. Московская д. 80, 45.066704, 39.001885







г. Краснодар ул. Промышленная д. 21 корп. 1, 45.041228, 38.988123







г. Краснодар ул. им. Стасова д. 104, 45.009961, 39.034808







г. Краснодар ул. им. Гудимы д. 68, 45.021743, 38.979688







г. Краснодар ул. им. Ковалева д. 6, 45.060745, 38.950618







г. Краснодар ул. Механическая д. 16, 45.053328, 38.992040







г. Краснодар ул. Железнодорожная д. 18, 45.023176, 38.992094







г. Краснодар пгт Пашковский ул. им. Орджоникидзе д. 3, 45.024068, 38.960715







г. Краснодар ул. Железнодорожная д. 30 корп. А, 45.023762, 38.993917







г. Краснодар ул. 2 Пятилетка д. 4, 45.021335, 39.024217







г. Краснодар ул. им. Орджоникидзе д. 77, 45.021246, 38.979688







г. Краснодар ул. им. Тургенева д. 223, 45.070778, 38.967749







г. Краснодар пр. Одесский д. 18, 45.051659, 38.975187
